,t_u,t_p,p_diff,C_D,C_L,num_velocity_dofs,num_pressure_dofs
0,0.000625,0.0003125,0.045366688118239296,0.06689449679768596,0.023049406288185262,16752,8376
1,0.00125,0.0009375,-0.026033253906763643,1.1700305127158426,0.009399466339330762,16752,8376
2,0.001875,0.0015624999999999999,-0.005574687824219771,1.0049989517132005,-0.011943296667608945,16752,8376
3,0.0025,0.0021875,0.0037466524773446253,0.6866644694673526,-0.028201792516726186,16752,8376
4,0.003125,0.0028125000000000003,0.01305629634661698,0.4333456367937348,-0.03739778816164109,16752,8376
5,0.0037500000000000003,0.0034375000000000005,0.01983513724773156,0.25729758226012833,-0.03861165701959535,16752,8376
6,0.004375,0.0040625,0.023683626341967745,0.15504902006920454,-0.032498061875381824,16752,8376
7,0.005,0.0046875,0.025405862558977033,0.108356871805992,-0.02131289964206103,16752,8376
8,0.005625,0.0053124999999999995,0.025949827428893624,0.09400834010376391,-0.008104384429502696,16752,8376
9,0.0062499999999999995,0.005937499999999999,0.025995165403271403,0.0943176791503262,0.00422980856433377,16752,8376
10,0.006874999999999999,0.006562499999999999,0.025873587470310433,0.10003105432638976,0.013658348071044135,16752,8376
11,0.007499999999999999,0.007187499999999999,0.025679529433904835,0.10803159149448478,0.019295195970942917,16752,8376
12,0.008124999999999999,0.007812499999999998,0.025409556242878883,0.11783483260665331,0.021237284430574627,16752,8376
13,0.008749999999999999,0.008437499999999999,0.02506116101985545,0.1291669769142074,0.020229373133554926,16752,8376
14,0.009375,0.0090625,0.02466409087882715,0.14111678948548584,0.01729036175905017,16752,8376
15,0.01,0.0096875,0.024271558522898307,0.1523114255331357,0.013423627333461755,16752,8376
16,0.010625,0.0103125,0.023937896187027352,0.16143921750861848,0.009443720842254585,16752,8376
17,0.011250000000000001,0.010937500000000001,0.02370054887544193,0.1676640125350897,0.005909339481426015,16752,8376
18,0.011875000000000002,0.011562500000000002,0.02357299377405009,0.17077207399442482,0.0031310916681239337,16752,8376
19,0.012500000000000002,0.012187500000000002,0.023547220454535944,0.17108821194155838,0.0012188999472875074,16752,8376
20,0.013125000000000003,0.012812500000000003,0.023601248109032524,0.1692734759320437,0.00014119804938225343,16752,8376
21,0.013750000000000004,0.013437500000000003,0.023707408101385496,0.16610943011463822,-0.00022076647573604545,16752,8376
22,0.014375000000000004,0.014062500000000004,0.023838902148813235,0.16233160357812693,-3.0070031185994422e-05,16752,8376
23,0.015000000000000005,0.014687500000000004,0.023973687659891163,0.15853192326346074,0.0005367548300229861,16752,8376
24,0.015625000000000003,0.015312500000000003,0.024096081884264153,0.1551219006650925,0.0013110956002524723,16752,8376
25,0.016250000000000004,0.015937500000000004,0.024196729961763364,0.15233767386984676,0.002146553171113445,16752,8376
26,0.016875000000000005,0.016562500000000004,0.02427169170016996,0.15026798781079492,0.0029277993484354056,16752,8376
27,0.017500000000000005,0.017187500000000005,0.024321164263707562,0.14889122291122198,0.0035748573497892612,16752,8376
28,0.018125000000000006,0.017812500000000005,0.02434815016288505,0.14811298612412538,0.0040432383895852185,16752,8376
29,0.018750000000000006,0.018437500000000006,0.024357240645936362,0.14779975649242885,0.004320462501354984,16752,8376
30,0.019375000000000007,0.019062500000000007,0.024353600191079017,0.1478064156630033,0.004419814376761849,16752,8376
31,0.020000000000000007,0.019687500000000007,0.024342195025887414,0.14799681570627615,0.004372492540544866,16752,8376
32,0.020625000000000008,0.020312500000000008,0.0243272599935469,0.14825707953787348,0.0042193571579922555,16752,8376
33,0.02125000000000001,0.020937500000000008,0.02431202563436219,0.14850254010093278,0.004003493294226829,16752,8376
34,0.02187500000000001,0.02156250000000001,0.024298633226859212,0.1486790001231782,0.003764295645379868,16752,8376
35,0.02250000000000001,0.02218750000000001,0.024288213484043752,0.14875992866978713,0.0035335411912134243,16752,8376
36,0.02312500000000001,0.02281250000000001,0.024281065488999554,0.14874110213068376,0.0033334655125076685,16752,8376
37,0.02375000000000001,0.02343750000000001,0.02427688384659077,0.14863411057661427,0.0031765751262260236,16752,8376
38,0.02437500000000001,0.02406250000000001,0.024274990291283438,0.14845989924745875,0.0030667545537680623,16752,8376
39,0.025000000000000012,0.02468750000000001,0.024274539582393895,0.14824315647874248,0.0030011670770759085,16752,8376
40,0.025625000000000012,0.025312500000000012,0.024274681921584884,0.14800798966813145,0.002972479020327098,16752,8376
41,0.026250000000000013,0.025937500000000013,0.024274674465123103,0.1477750205372834,0.002971025513751779,16752,8376
42,0.026875000000000013,0.026562500000000013,0.024273944761083466,0.14755981882928548,0.002986656874883845,16752,8376
43,0.027500000000000014,0.027187500000000014,0.02427211344722724,0.14737244880143363,0.0030101221752379067,16752,8376
44,0.028125000000000015,0.027812500000000014,0.024268986032500717,0.14721783538516073,0.0030339476715053083,16752,8376
45,0.028750000000000015,0.028437500000000015,0.02426452438293447,0.14709665115709056,0.0030528451517365233,16752,8376
46,0.029375000000000016,0.029062500000000015,0.024258807602956733,0.1470064559736075,0.0030637344443521985,16752,8376
47,0.030000000000000016,0.029687500000000016,0.024251990285005354,0.14694287362714448,0.003065488120652318,16752,8376
48,0.030625000000000017,0.030312500000000017,0.024244263967539315,0.14690065130868293,0.0030585095419554914,16752,8376
49,0.031250000000000014,0.030937500000000014,0.024235825489006046,0.14687450846998545,0.003044243819934627,16752,8376
50,0.031875000000000014,0.031562500000000014,0.024226854018201016,0.146859735459597,0.0030247008694954318,16752,8376
51,0.032500000000000015,0.032187500000000015,0.02421749697856579,0.14685254467231643,0.0030020455370716355,16752,8376
