,t_u,t_p,p_diff,C_D,C_L,num_velocity_dofs,num_pressure_dofs
0,0.000625,0.0003125,0.028427290873488942,0.13015024995418242,-5.410019234529037e-05,16752,8376
1,0.00125,0.0009375,0.02775452963011915,0.14464680049485393,-0.00010982896846313756,16752,8376
2,0.001875,0.0015624999999999999,0.02764135009820856,0.14485325657729628,-0.00013081970814337023,16752,8376
3,0.0025,0.0021875,0.027561704258163622,0.14638866149671192,-0.00020802744364793518,16752,8376
4,0.003125,0.0028125000000000003,0.02746069922990302,0.14780226931443663,-0.0003017565022049415,16752,8376
5,0.0037500000000000003,0.0034375000000000005,0.02737992299445824,0.14878293286675062,-0.00038680435783056003,16752,8376
6,0.004375,0.0040625,0.027312575353683144,0.14952916806769334,-0.0004521700574438999,16752,8376
7,0.005,0.0046875,0.027251386988210835,0.15019627725643261,-0.0004912563581983488,16752,8376
8,0.005625,0.0053124999999999995,0.027192910285918526,0.15085105559867795,-0.0005022654023470407,16752,8376
9,0.0062499999999999995,0.005937499999999999,0.0271360782466864,0.15150867838758486,-0.0004885304355758042,16752,8376
10,0.006874999999999999,0.006562499999999999,0.027080834264883502,0.1521666978552692,-0.0004569620148736908,16752,8376
11,0.007499999999999999,0.007187499999999999,0.027027151842937358,0.15282273964035165,-0.0004158719263017306,16752,8376
12,0.008124999999999999,0.007812499999999998,0.02697479860206864,0.15347896922435753,-0.00037304052665671113,16752,8376
13,0.008749999999999999,0.008437499999999999,0.026923433766992022,0.15413975515913023,-0.0003344928347112099,16752,8376
14,0.009375,0.0090625,0.02687277759509621,0.15480806439316855,-0.0003039840107063232,16752,8376
15,0.01,0.0096875,0.026822703038076434,0.15548342355494027,-0.00028307650608123177,16752,8376
16,0.010625,0.0103125,0.026773245425756542,0.15616194095032676,-0.0002715779530243945,16752,8376
17,0.011250000000000001,0.010937500000000001,0.02672453921322171,0.15683765616778483,-0.0002681256402892727,16752,8376
18,0.011875000000000002,0.011562500000000002,0.026676753294341826,0.15750423637854527,-0.00027074337639936127,16752,8376
19,0.012500000000000002,0.012187500000000002,0.026630040581374637,0.1581563357186886,-0.0002772952885807278,16752,8376
20,0.013125000000000003,0.012812500000000003,0.02658449523438655,0.1587903327176344,-0.00028579930072501715,16752,8376
21,0.013750000000000004,0.013437500000000003,0.026540148700540445,0.15940448537916804,-0.00029461264524072725,16752,8376
22,0.014375000000000004,0.014062500000000004,0.026496975705209924,0.1599986903161005,-0.000302518216219952,16752,8376
23,0.015000000000000005,0.014687500000000004,0.026454908865742532,0.16057405152226398,-0.00030873837932029287,16752,8376
24,0.015625000000000003,0.015312500000000003,0.026413855121069085,0.1611324149486504,-0.0003128999571800264,16752,8376
25,0.016250000000000004,0.015937500000000004,0.026373710412162965,0.16167595951460131,-0.00031496801548741614,16752,8376
26,0.016875000000000005,0.016562500000000004,0.02633437110443293,0.16220688228918995,-0.0003151620882957968,16752,8376
27,0.017500000000000005,0.017187500000000005,0.02629574188168593,0.1627271832465997,-0.00031386624673695194,16752,8376
28,0.018125000000000006,0.017812500000000005,0.026257740434346588,0.16323853940150987,-0.0003115429000025761,16752,8376
29,0.018750000000000006,0.018437500000000006,0.02622029948312854,0.1637422523644235,-0.00030865845982740083,16752,8376
30,0.019375000000000007,0.019062500000000007,0.02618336673595656,0.1642392519989755,-0.00030562656837792267,16752,8376
31,0.020000000000000007,0.019687500000000007,0.026146903376717545,0.16473013913783469,-0.0003027716280133135,16752,8376
32,0.020625000000000008,0.020312500000000008,0.02611088165758546,0.16521525140593873,-0.0003003123677434061,16752,8376
33,0.02125000000000001,0.020937500000000008,0.026075282108562026,0.1656947381165546,-0.00029836267271646103,16752,8376
34,0.02187500000000001,0.02156250000000001,0.0260400907854188,0.1661686329689669,-0.0002969452646125227,16752,8376
35,0.02250000000000001,0.02218750000000001,0.026005296858950033,0.1666369166287595,-0.00029601317474627856,16752,8376
36,0.02312500000000001,0.02281250000000001,0.02597089072240355,0.16709956474319576,-0.00029547419162698034,16752,8376
37,0.02375000000000001,0.02343750000000001,0.025936862678862083,0.16755658004677693,-0.0002952143367481205,16752,8376
38,0.02437500000000001,0.02406250000000001,0.02590320218019604,0.16800800960103424,-0.0002951176229664225,16752,8376
39,0.025000000000000012,0.02468750000000001,0.025869897529865238,0.16845394974799224,-0.00029508060322150495,16752,8376
40,0.025625000000000012,0.025312500000000012,0.02583693593229952,0.1688945420812163,-0.0002950213207823628,16752,8376
41,0.026250000000000013,0.025937500000000013,0.02580430376637244,0.16932996381117332,-0.0002948831093381762,16752,8376
42,0.026875000000000013,0.026562500000000013,0.02577198697219607,0.16976041552664967,-0.0002946342240621124,16752,8376
43,0.027500000000000014,0.027187500000000014,0.02573997146200313,0.1701861087281949,-0.00029426453218440963,16752,8376
44,0.028125000000000015,0.027812500000000014,0.02570824349128842,0.17060725479368055,-0.0002937805078387281,16752,8376
45,0.028750000000000015,0.028437500000000015,0.025676789951425305,0.1710240563464778,-0.00029319962903470546,16752,8376
46,0.029375000000000016,0.029062500000000015,0.025645598566714445,0.1714367014054175,-0.0002925450331277314,16752,8376
47,0.030000000000000016,0.029687500000000016,0.025614657995976287,0.17184536024194677,-0.00029184100965408844,16752,8376
48,0.030625000000000017,0.030312500000000017,0.025583957850601413,0.1722501845623965,-0.0002911096412410155,16752,8376
49,0.031250000000000014,0.030937500000000014,0.02555348864786955,0.17265130846484297,-0.00029036867440272425,16752,8376
50,0.031875000000000014,0.031562500000000014,0.025523241720802003,0.17304885056771982,-0.0002896305290521796,16752,8376
